Location,Source,Problem,Type,Entrypoint,Validated
https://gist.github.com/ylt6/990966383ebae7d115390b13c7dfadc2,"import random
import math


def max_heapify(A, index):
    left_index = index * 2
    right_index = left_index + 1

    if left_index < len(A) and A[left_index] > A[index]:
        largest_index = left_index
    else:
        largest_index = index

    if right_index < len(A) and A[right_index] > A[largest_index]:
        largest_index = right_index

    if largest_index != index:
        A[index], A[largest_index] = A[largest_index], A[index]
        max_heapify(A, largest_index)


def build_max_heap(A):
    for i in reversed(range(math.ceil(len(A) / 2))):
        max_heapify(A, i)


def heap_sort(A):
    ret = []
    while len(A):
        build_max_heap(A)
        ret.append(A[0])
        A = A[1:]
    return list(reversed(ret))",1,3,heap_sort,1
https://gist.github.com/EdisonChendi/5998f8013aa46ed74ac7f626fea29f14,"def heapify(arr, i):
    # O(lgn)
    left_idx = 2*i+1
    if left_idx >= len(arr):
        return
    right_idx = left_idx + 1
    if right_idx >= len(arr):
        left = arr[left_idx]
        if left > arr[i]:
            arr[i], arr[left_idx] = arr[left_idx], arr[i]
    else:
        left = arr[left_idx]
        right = arr[right_idx]
        cur = arr[i]

        if left > right:
            m = left
            m_idx = left_idx
        else:
            m = right 
            m_idx = right_idx

        if cur < m:
            arr[i], arr[m_idx] = arr[m_idx], arr[i]
            heapify(arr, m_idx)


def build_max_heap(arr):
    # O(n)
    for i in range(len(arr)//2, -1, -1):
        heapify(arr, i)

def heap_sort(arr):
    # O(nlgn)
    max_heap = build_max_heap(arr)
    s = []
    while arr:
        arr[0], arr[-1] = arr[-1], arr[0]
        s.append(arr[-1])
        del arr[-1]
        heapify(arr, 0)
    return list(reversed(s))",1,3,heap_sort,1
https://gist.github.com/derka6391/036bf2a8684f49619d6dede1355e72e5,"# Binary max heap percolate down
def max_heap_percolate_down(node_index, heap_list, list_size):
    child_index = 2 * node_index + 1
    value = heap_list[node_index]

    while child_index < list_size:
        # Find the max among the node and all the node's children
        max_value = value
        max_index = -1
        i = 0
        while i < 2 and i + child_index < list_size:
            if heap_list[i + child_index] > max_value:
                max_value = heap_list[i + child_index]
                max_index = i + child_index
            i = i + 1
                                    
        if max_value == value:
            return

        # Swap heap_list[node_index] and heap_list[max_index]
        temp = heap_list[node_index]
        heap_list[node_index] = heap_list[max_index]
        heap_list[max_index] = temp
        
        node_index = max_index
        child_index = 2 * node_index + 1


# Sorts the list of numbers using the heap sort algorithm
def heap_sort(numbers):
    # Heapify numbers list
    i = len(numbers) // 2 - 1
    while i >= 0:
        max_heap_percolate_down(i, numbers, len(numbers))
        i = i - 1
                
    i = len(numbers) - 1
    while i > 0:
        # Swap numbers[0] and numbers[i]
        temp = numbers[0]
        numbers[0] = numbers[i]
        numbers[i] = temp

        max_heap_percolate_down(0, numbers, i)
        i = i - 1
    return(numbers)",1,3,heap_sort,1
https://gist.github.com/kaiser0906/95412a0bec3215076a8f3774d0d88bd5,"def heap_sort(arr):
    '''
    Heap Sort
    Complexity: O(n log(n))
    '''
    end = len(arr) - 1
    while end > 0:
        arr = heap_tree(arr, end + 1)
        arr[0], arr[end] = arr[end], arr[0]
        end -= 1
    return arr


def heap_tree(arr, end):
    # Make a heap tree
    for x in range(1, end):
        pos = x
        while True:
            parent = pos // 2 if pos != 2 and pos % 2 == 0 else pos // 2 - 1
            if parent < 0:
                parent = 0
            if parent >= 0 and arr[pos] > arr[parent]:
                arr[pos], arr[parent] = arr[parent], arr[pos]
                pos = parent
            else:
                break
    return arr",1,3,heap_sort,1
https://gist.github.com/paulohenriquekellorymeneses/b0532c19a34997f46cad6319a7cf36bc,"def heapsort(lists):
    def heapify(lists):
        start=(len(lists)-2)//2
        while start>=0:
            siftDown(lists,start,len(lists)-1)
            start-=1

    def siftDown(lists, start, end):
        root = start
        while root*2+1<=end:
            child = root * 2 + 1
            if child + 1 <= end and lists[child] < lists[child + 1]:
                child += 1
            if child <= end and lists[root] < lists[child]:
                lists[root], lists[child] = lists[child], lists[root]
                root = child
            else:
                return

    heapify(lists)
    end = len(lists) - 1
    while end > 0:
        lists[end], lists[0] = lists[0], lists[end]
        siftDown(lists, 0, end - 1)
        end -= 1

    return(lists)",1,3,heapsort,1
https://gist.github.com/Alfex4936/e8b6b7c06a181d3faa84b155b20e6de6,"def heapSort(arr):  # in-place | not-stable
    # Time Complexity O(nlogn) | Space Complexity O(1)

    def heapify(arr, n, i):  # Max Heap
        largest = i  # 트리에서 가장 큰 값 찾기
        l = 2 * i + 1  # Left Node
        r = 2 * i + 2  # Right Node

        if l < n and arr[i] < arr[l]:
            largest = l

        if r < n and arr[largest] < arr[r]:
            largest = r

        # root가 최대가 아니면
        # 최대 값과 바꾸고, 계속 heapify
        if largest != i:
            arr[i], arr[largest] = arr[largest], arr[i]
            heapify(arr, n, largest)

    n = len(arr)

    for i in range(n // 2, -1, -1):
        heapify(arr, n, i)

    for i in range(n - 1, 0, -1):
        arr[i], arr[0] = arr[0], arr[i]
        # Heapify root element
        heapify(arr, i, 0)

    return arr",1,3,heapSort,1
https://gist.github.com/derka6391/93b037a526f94b870f6c3f947fbe906c,"def max_heap_percolate_down(node_index, heap_list, list_size):
    child_index = 2 * node_index + 1
    value = heap_list[node_index]

    while child_index < list_size:
        # Find the max among the node and all the node's children
        max_value = value
        max_index = -1
        i = 0
        while i < 2 and i + child_index < list_size:
            if heap_list[i + child_index] > max_value:
                max_value = heap_list[i + child_index]
                max_index = i + child_index
            i = i + 1
                                    
        if max_value == value:
            return

        # Swap heap_list[node_index] and heap_list[max_index]
        temp = heap_list[node_index]
        heap_list[node_index] = heap_list[max_index]
        heap_list[max_index] = temp
        
        node_index = max_index
        child_index = 2 * node_index + 1


# Sorts the list of numbers using the heap sort algorithm
def heap_sort(numbers):
    # Heapify numbers list
    i = len(numbers) // 2 - 1
    while i >= 0:
        max_heap_percolate_down(i, numbers, len(numbers))
        i = i - 1
                
    i = len(numbers) - 1
    while i > 0:
        # Swap numbers[0] and numbers[i]
        temp = numbers[0]
        numbers[0] = numbers[i]
        numbers[i] = temp

        max_heap_percolate_down(0, numbers, i)
        i = i - 1
    return(numbers)",1,3,heap_sort,1
https://gist.github.com/lttzzlll/8520be5ba20b6c964c16a414ffb6c53a,"def sift_down(lst, top, end):
    pos = end
    newitem = lst[pos]
    while pos > top:
        parentpos = (pos - 1) >> 1
        parent = lst[parentpos]
        if newitem < parent:
            lst[pos] = parent
            pos = parentpos
            continue
        else:
            break
    lst[pos] = newitem


def sift_up(lst, top):
    pos, end = top, len(lst)
    newitem = lst[pos]
    childpos = (pos << 1) + 1
    while childpos < end:
        rightpos = childpos + 1
        if rightpos < end and lst[rightpos] < lst[childpos]:
            childpos = rightpos
        lst[pos] = lst[childpos]
        pos = childpos
        childpos = (pos << 1) + 1
    lst[pos] = newitem
    sift_down(lst, top, pos)


def heapify(lst):
    for i in reversed(range(len(lst) >> 1)):
        sift_up(lst, i)


def heap_pop(lst):
    lastitem = lst.pop()
    if lst:
        returnitem = lst[0]
        lst[0] = lastitem
        sift_up(lst, 0)
        return returnitem
    return lastitem


def heap_push(lst, item):
    lst.append(item)
    sift_down(lst, 0, len(lst)-1)


def heap_sort(lst):
    heapify(lst)
    res = []
    while lst:
        res.append(heap_pop(lst))
    return res
    ",1,3,heap_sort,1
https://gist.github.com/weisystak/6596a571a6d2d16901cdb5839d7454b9,"def stone_down(h, i):
    n = len(h)
    if i < n:
        c = i
        l = 2*i + 1
        r = 2*i + 2
        if l < n and h[c] > h[l]:
            c = l
        if r < n and h[c] > h[r]:
            c = r
        if c != i:
            h[c], h[i] = h[i], h[c]
            stone_down(h, c)

def heapify(h):  # O(n)
    n = len(h)-1
    n = (n-1)//2
    for i in reversed(range(n+1)):
        stone_down(h, i)
    return h

def bubble_up(h, i):
    p = (i-1)//2
    if h[i] < h[p]:
        h[i], h[p] = h[p], h[i]
        bubble_up(h, p)

def heappush(h, v):  # O(logn)
    h.append(v)
    bubble_up(h, len(h)-1)

def heappop(h):    # O(logn)
    res = h[0]
    h[0] = h[-1]
    h.pop()
    stone_down(h, 0)
    return res",1,3,heapify,1
https://gist.github.com/johnchuks/d8beaac9d152a721918aa9bf9d6b3136,"def heapify(arr, n, i):
  # initialize largest as the root
  largest = i
  left_node = 2*i +1
  right_node = 2*i+2

  if left_node < n and arr[i] < arr[left_node]:
    largest = left_node

  if right_node < n and arr[largest] < arr[right_node]:
    largest = right_node
  
  # swap the root
  if largest != i:
    arr[i], arr[largest] = arr[largest], arr[i]
  
    # Run heapify recursively
    heapify(arr, n, largest)

def heap_sort(arr):
  n = len(arr)

  for i in range(n, -1, -1):
    heapify(arr, n, i)
  
  for i in range(n-1, 0, -1):
    arr[i], arr[0] = arr[0], arr[i]
    heapify(arr, i, 0)
  return arr",1,3,heap_sort,1
https://gist.github.com/holandaleo1/8f0c9adcffac7a5fdc3d36d8ddf44f70,"def HeapSort(lista):
    tam = len(lista) - 1
    verificaRaiz = tam // 2
    for i in range(verificaRaiz, -1, -1):
        Desloca_baixo(lista, i, tam)
    for i in range(tam, 0, -1):
        if lista[0] > lista[i]:
            lista[0], lista[i] = lista[i], lista[0]
            Desloca_baixo(lista, 0, i - 1)
    return lista

def Desloca_baixo(lista, inicio, fim):
    max = 2 * inicio + 1
    while (max <= fim):

        if (max < fim) and (lista[max] < lista[max + 1]):
            max += 1

        if lista[max] > lista[inicio]:
            lista[inicio], lista[max] = lista[max], lista[inicio]
            inicio = max
            max = 2 * inicio + 1

        else:
            return
    ",1,3,HeapSort,1
https://gist.github.com/crackerjackansh/dc7a97ad7a05d338575535fe27f46a9f,"def heapify(arr, n, i):
	largest = i
	l = 2 * i + 1	 
	r = 2 * i + 2	
	if l < n and arr[i] < arr[l]:
		largest = l
	if r < n and arr[largest] < arr[r]:
		largest = r
	if largest != i:
		arr[i],arr[largest] = arr[largest],arr[i] 
		heapify(arr, n, largest)

def algorithm(arr):
	n = len(arr)
	for i in range(n // 2 - 1, -1, -1):
		heapify(arr, n, i)
	for i in range(n-1, 0, -1):
		arr[i], arr[0] = arr[0], arr[i]
		heapify(arr, i, 0)
	return(arr)",1,3,algorithm,1
https://gist.github.com/luobotaxinghu/9a4584f0a80e5a094bb52396d397b406,"def heap_sort(alist):
    """"""function: heap sort
        loop step: 1.change the position of fist and last which is the max one of the heap
                   2.take the heap.size-1 element of heap to max heapify
                   3.go to step 1 until heap.size < 2""""""
    build_max_heap(alist)
    length = len(alist)
    for i in range(length - 1, 0, -1):
        alist[i], alist[0] = alist[0], alist[i]
        # id(alist）!=id(alist[:]) if  blist=alist then id(alist）==id(blist)
        max_heapify(alist, i, 1)
    return alist


def build_max_heap(blist):
    """"""function: translate a list to a max heap
        max heap: parent value >= self""""""
    for i in range(len(blist) // 2 - 1, -1, -1):
        max_heapify(blist, len(blist), i + 1)
    return blist


def max_heapify(clist, end, t):
    """"""function: make clist[t-1:] a max heap
        assume the left and the right children of t are both max heaps
        note: this method of passing argument to overcome the lack of pointer in Python """"""
    if 2 * t <= end and clist[2 * t - 1] > clist[t - 1]:
        largest = 2 * t
    else:
        largest = t
    if 2 * t + 1 <= end and clist[2 * t] > clist[largest - 1]:
        largest = 2 * t + 1
    if t != largest:
        clist[t - 1], clist[largest - 1] = clist[largest - 1], clist[t - 1]
        return max_heapify(clist, end, largest)
    else:
        return clist",1,3,heap_sort,1
https://gist.github.com/Jack-Kingdom/00e2a94c3910e20c8cdd41ce7c35a768,"def heapify(lst, start, end):
    father = start
    child = father * 2 + 1

    while child <= end:
        if child + 1 <= end and lst[child] < lst[child + 1]:
            child += 1

        if lst[father] >= lst[child]:
            break
        else:
            lst[father], lst[child] = lst[child], lst[father]
            father = child
            child = father * 2 + 1


def heap_sort(lst):
    length = len(lst)

    for i in range(length // 2 - 1, -1, -1):
        heapify(lst, i, length - 1)

    for i in range(length - 1, -1, -1):
        lst[0], lst[i] = lst[i], lst[0]
        heapify(lst, 0, i - 1)
    return(lst)",1,3,heap_sort,1
https://gist.github.com/lttzzlll/09014d8eea6bde99e651895ec9e86fb8,"def heap_sort(ints):
    heapify(ints)
    res = []
    while ints:
        res.append(heappop(ints))
    return res
        

def heappop(heap):
    """"""Pop the smallest item off the heap, maintaining the heap invariant.""""""
    lastelt = heap.pop()    # raises appropriate IndexError if heap is empty
    if heap:
        returnitem = heap[0]
        heap[0] = lastelt
        _siftup(heap, 0)
        return returnitem
    return lastelt       

def heapify(x):
    """"""Transform list into a heap, in-place, in O(len(x)) time.""""""
    n = len(x)
    # Transform bottom-up.  The largest index there's any point to looking at
    # is the largest with a child index in-range, so must have 2*i + 1 < n,
    # or i < (n-1)/2.  If n is even = 2*j, this is (2*j-1)/2 = j-1/2 so
    # j-1 is the largest, which is n//2 - 1.  If n is odd = 2*j+1, this is
    # (2*j+1-1)/2 = j so j-1 is the largest, and that's again n//2-1.
    for i in reversed(range(n//2)):
        _siftup(x, i)

def _siftup(heap, pos):
    endpos = len(heap)
    startpos = pos
    newitem = heap[pos]
    # Bubble up the smaller child until hitting a leaf.
    childpos = 2*pos + 1    # leftmost child position
    while childpos < endpos:
        # Set childpos to index of smaller child.
        rightpos = childpos + 1
        if rightpos < endpos and not heap[childpos] < heap[rightpos]:
            childpos = rightpos
        # Move the smaller child up.
        heap[pos] = heap[childpos]
        pos = childpos
        childpos = 2*pos + 1
    # The leaf at pos is empty now.  Put newitem there, and bubble it up
    # to its final resting place (by sifting its parents down).
    heap[pos] = newitem
    _siftdown(heap, startpos, pos)

def _siftdown(heap, startpos, pos):
    newitem = heap[pos]
    # Follow the path to the root, moving parents down until finding a place
    # newitem fits.
    while pos > startpos:
        parentpos = (pos - 1) >> 1
        parent = heap[parentpos]
        if newitem < parent:
            heap[pos] = parent
            pos = parentpos
            continue
        break
    heap[pos] = newitem",1,3,heap_sort,1
https://gist.github.com/n-at/9087486,"max_predicate = lambda a, b: a > b


def heap_swap(heap, a, b):
    """"""
    Swaps two elements in array
    """"""
    t = heap[a]
    heap[a] = heap[b]
    heap[b] = t


def heapify(heap, heap_size, x, predicate=max_predicate):
    """"""
    Makes a heap of subtree
    """"""
    left = 2 * (x + 1) - 1
    right = 2 * (x + 1)
    largest = x

    if left < heap_size and predicate(heap[left], heap[x]):
        largest = left
    if right < heap_size and predicate(heap[right], heap[largest]):
        largest = right
    if largest != x:
        heap_swap(heap, x, largest)
        heapify(heap, heap_size, largest, predicate)


def make_heap(heap, predicate=max_predicate):
    """"""
    Turns array into heap
    """"""
    heap_size = len(heap)
    for i in reversed(range(0, heap_size // 2)):
        heapify(heap, heap_size, i, predicate)


def heap_sort(array, predicate=max_predicate):
    """"""
    Sorts array
    """"""
    make_heap(array, predicate)
    for i in reversed(range(1, len(array))):
        heap_swap(array, 0, i)
        heapify(array, i, 0, predicate)
    return(array)


def push_heap(heap, value, predicate=max_predicate):
    """"""
    Adds new element into heap
    """"""
    heap.append(value)
    current = len(heap) - 1
    while current > 0:
        parent = (current - 1) // 2
        if predicate(heap[current], heap[parent]):
            heap_swap(heap, parent, current)
            current = parent
        else:
            break


def pop_heap(heap, predicate=max_predicate):
    """"""
    Deletes top element from heap
    """"""
    pop_value = heap[0]
    heap_swap(heap, 0, len(heap) - 1)
    heapify(heap, len(heap) - 1, 0, predicate)
    return pop_value",1,3,heap_sort,1
https://gist.github.com/erogol/8372390,"divide_floor = lambda A, k : int(float(len(A))// k)
l_child_indx = lambda i : 2*i+1
r_child_indx = lambda i : 2*i+2

def swap(A,i,j):
	temp = A[i]
	A[i] = A[j]
	A[j] = temp
    
def heapify(A, i):
	left_child = l_child_indx(i)
	right_child = r_child_indx(i)
	largest = i
	if right_child < len(A) and A[right_child] > A[largest]:
		largest = right_child
	if left_child < len(A) and A[left_child] > A[largest]:
		largest = left_child
	if not largest  == i:
		swap(A, largest, i)
		heapify(A, largest)


# O(n) is the complexity with fine grained calculation
def build_max_heap(A):
	init_indx = divide_floor(A, 2)
	for i in range(init_indx, -1, -1):
		heapify(A,i)

# It only sorts in ascending order
def heap_sort(A):
	sorted_list = []
	build_max_heap(A)
	for i in range(len(A)-1, 0, -1):
		swap(A, i, 0)
		sorted_list.append(A.pop())
		heapify(A,0)
	sorted_list.append(A.pop())
	return list(reversed(sorted_list))
    ",1,3,heap_sort,1
https://gist.github.com/mattmcclean/3580794,"# establish heap property (used by create_heap)
def establish_heap_property(list2, first, last):
    while 2 * first + 1 <= last:
        k = 2 * first + 1
        if k < last and list2[k] < list2[k + 1]:
            k += 1
        if list2[first] >= list2[k]:
            break
        list2[first], list2[k] = list2[k], list2[first]  # swap
        first = k

# create heap (used by heap_sort)
def create_heap(list2, first, last):
    i = last//2
    while i >= first:
        establish_heap_property(list2, i, last)
        i -= 1
        
def heap_sort(list2):
    first = 0
    last = len(list2) - 1
    create_heap(list2, first, last)
    for i in range(last, first, -1):
        list2[i], list2[first] = list2[first], list2[i]  # swap
        establish_heap_property(list2, first, i - 1)
    return(list2)
    

",1,3,heap_sort,1
https://gist.github.com/YieldNull/cbe70dc07f0c53c73b2478ec6b877882,"def heap_sort(lst):
    def heapify():
        for start in range(((len(lst) - 1) // 2), -1, -1):
            shift_down(start, len(lst) - 1)

    def shift_down(start, end):
        if start * 2 + 1 > end:
            return

        left_index = start * 2 + 1
        right_index = start * 2 + 2

        parent = lst[start]
        left = lst[left_index]
        right = lst[right_index] if right_index <= end else left - 1

        if parent < max(left, right):
            if left > right:
                lst[start], lst[left_index] = lst[left_index], lst[start]
                shift_down(left_index, end)
            else:
                lst[start], lst[right_index] = lst[right_index], lst[start]
                shift_down(right_index, end)

    heapify()

    for end in range(len(lst) - 1, 0, -1):
        lst[0], lst[end] = lst[end], lst[0]
        shift_down(0, end - 1)

    return lst",1,3,heap_sort,1
https://gist.github.com/carsonip/bf281956681f95f739c48456b8563489,"def swap(h, i, j):
    h[i], h[j] = h[j], h[i]


def insert(h, n):
    h.append(n)
    siftup(h, len(h) - 1)


def pop(h):
    if len(h) > 1:
        t = h[1]
        swap(h, 1, len(h) - 1)
        h.pop()
        siftdown(h, 1)
        return t


def siftup(h, i):
    while i >= 2:
        j = i // 2
        if h[j] <= h[i]:
            return
        swap(h, i, j)
        i = j


def siftdown(h, i):
    while i*2 < len(h):
        l = i*2
        r = l+1
        j = l if r >= len(h) or h[l] <= h[r] else r
        if h[i] <= h[j]:
            break
        swap(h, i, j)
        i = j


def siftdownn(h, i, n):
    # slightly modified version of siftdown
    # siftdown element of index i to at max index n-1
    while i*2 < n:
        l = i*2
        r = l+1
        j = l if r >= n or h[l] <= h[r] else r
        if h[i] <= h[j]:
            break
        swap(h, i, j)
        i = j


def heapsort1(lst):
    # require extra O(N) memory

    # 1-based heap is easy to code
    x = [-1]

    for e in lst:
        insert(x, e)
    r = []
    while True:
        t = pop(x)
        if t is None:
            break
        r.append(t)
    lst[:] = r

    return(lst)",1,3,heapsort1,1
https://gist.github.com/typ4rk/08ffd35a714c75438ff7f91fc67ae1ab,"def heapify(array, index, heap_size):    
    largest = index
    left_index = 2 * index + 1
    right_index = 2 * index + 2
    
    print(array, "", largest:"", largest, ""left_index:"", left_index, ""right_index:"", right_index)
    
    if (left_index < heap_size) and (array[left_index] > array[largest]):
        largest = left_index
    if (right_index < heap_size) and (array[right_index] > array[largest]):
        largest = right_index
    if (largest != index):
        print(""switch:"", array[index], ""<->"", array[largest])
        array[largest], array[index] = array[index], array[largest]       
        heapify(array, largest, heap_size)
    return

def heap_sort(array):
    heap_size = len(array)
    # 배열트리 형태로 저장
    for i in range(heap_size // 2 - 1, -1, -1):
        print(""=== Call heapify(index):"", i)
        heapify(array, i, heap_size)
    
    print(""DONE heapify:"", array)
    
    # 값 추출 (오름차순 정)
    for i in range(heap_size - 1, 0, -1):
        print(""=== Extract heapify(index):"", i)
        array[0], array[i] = array[i], array[0]        
        heapify(array, 0, i)    
    return array",1,3,heap_sort,1
https://gist.github.com/luobotaxinghu/2c69e6adac390fe9f3e23d8f72a50572,"def heap_sort(alist):
	""""""function: heap sort
		loop step: 1.change the position of fist and last which is the max one of the heap
				   2.take the heap.size-1 element of heap to max heapify
				   3.go to step 1 until heap.size < 2""""""
	build_max_heap(alist)
	length = len(alist)
	for i in range(length - 1, 0, -1):
		alist[i], alist[0] = alist[0], alist[i]
		# id(alist)!=id(alist[:]) if blist=alist then id(alist)==id(blist)
		max_heapify(alist, i, 1)
	return alist


def build_max_heap(blist):
	""""""function: translate a list to a max heap
		max heap: parent value >= self, time complexity is O(n)""""""
	for i in range(len(blist) // 2 - 1, -1, -1):
		max_heapify(blist, len(blist), i + 1)
	return blist


def max_heapify(clist, end, t):
	""""""function: make clist[t-1:] a max heap ; end is the length of clist
		assume the left and the right children of t are both max heaps
		note: this method of passing argument to overcome the lack of pointer in Python """"""
	if 2 * t <= end and clist[2 * t - 1] > clist[t - 1]:
		largest = 2 * t
	else:
		largest = t
	if 2 * t + 1 <= end and clist[2 * t] > clist[largest - 1]:
		largest = 2 * t + 1
	if t != largest:
		clist[t - 1], clist[largest - 1] = clist[largest - 1], clist[t - 1]
		return max_heapify(clist, end, largest)
	else:
		return clist",1,3,heap_sort,1
https://gist.github.com/yqNLP/52222437fcacf3836027da2680fabc01,"def upAdjust(nums: list, n: int)->None:
    # 大顶堆, insert
    # n: length
    child = n-1
    parent = (child-1)//2
    temp = nums[child]
    while child>0 and temp>nums[parent]:
        nums[child] = nums[parent]
        child = parent
        parent = (child-1)//2
    nums[child] = temp

def downAdjust(a:list, parent:int, n:int)->None:
    # n inclusive
#     3 
#   4   5
# 6  7  
# 3 4 5 6 7 
# parent:4(1), child:6(3), 2x1+1
    # 定位到左孩子
    temp = a[parent]
    child = parent*2+1
    while child<=n:
        child = child+1 if child+1<=n and a[child+1]>a[child] else child
        if temp>=a[child]:
            break
        else:
            a[parent] = a[child]
            parent = child
            child = parent*2 + 1
    a[parent] = temp


def heapSort(a:list)->None:
    n = len(a)
    # 构建大顶堆
    # 从最后一个非叶节点开始
    for i in range(n//2-1, -1, -1):
        downAdjust(a, i, n-1)

    for i in range(n-1, 0, -1):
        # 交换堆顶元素和最后一个元素
        a[i], a[0] = a[0], a[i]
        downAdjust(a, 0, i-1)
    
    return(a)",1,3,heapSort,1
https://gist.github.com/wahidari/1111e2218e0c7eff3b4143147d868984,"def heapify(arr, n, i): 
    largest = i  # Initialize largest as root 
    l = 2 * i + 1     # left = 2*i + 1 
    r = 2 * i + 2     # right = 2*i + 2 
  
    # See if left child of root exists and is 
    # greater than root 
    if l < n and arr[i] < arr[l]: 
        largest = l 
  
    # See if right child of root exists and is 
    # greater than root 
    if r < n and arr[largest] < arr[r]: 
        largest = r 
  
    # Change root, if needed 
    if largest != i: 
        arr[i],arr[largest] = arr[largest],arr[i]  # swap 
  
        # Heapify the root. 
        heapify(arr, n, largest) 
  
# The main function to sort an array of given size 
def heapSort(arr): 
    n = len(arr) 
  
    # Build a maxheap. 
    for i in range(n, -1, -1): 
        heapify(arr, n, i) 
  
    # One by one extract elements 
    for i in range(n-1, 0, -1): 
        arr[i], arr[0] = arr[0], arr[i]   # swap 
        heapify(arr, i, 0) 
    return(arr)",1,3,heapSort,1
https://gist.github.com/FermiBarlam/69d3284b2ceadc56a3f7,"def heap_sort(a_list):
    heap_size = len(a_list)

    def parent(i):
        return int((i - 1) / 2)

    def left(i):
        return 2 * i + 1

    def right(i):
        return 2 * i + 2

    def max_heapify(i):
        l = left(i)
        r = right(i)
        if l < heap_size and a_list[l] > a_list[i]:
            largest = l
        else:
            largest = i
        if r < heap_size and a_list[r] > a_list[largest]:
            largest = r
        if not largest == i:
            a_list[largest], a_list[i] = a_list[i], a_list[largest]
            max_heapify(largest)

    def build_max_heap():
        for i in range(int((len(a_list) - 1) / 2), -1, -1):
            max_heapify(i)

    build_max_heap()
    for i in range(len(a_list) - 1, 0, -1):
        a_list[0], a_list[i] = a_list[i], a_list[0]
        heap_size -= 1
        max_heapify(0)
    return(a_list)",1,3,heap_sort,1
https://gist.github.com/VladMahdenko/996c56a2ba909a548e580085a93fc3a6,"def heapify(arr, n, i):
    largest = i
    left = 2 * i + 1
    right = 2 * i + 2

    if left < n and arr[i] < arr[left]:
        largest = left

    if right < n and arr[largest] < arr[right]:
        largest = right

    if largest != i:
        (arr[i], arr[largest]) = (arr[largest], arr[i])
        heapify(arr, n, largest)

def heapSort(arr):
    n = len(arr)

    for i in range(n // 2 - 1, -1, -1):
        heapify(arr, n, i)

    for i in range(n - 1, 0, -1):
        (arr[i], arr[0]) = (arr[0], arr[i])
        heapify(arr, i, 0)
    return(arr)",1,3,heapSort,1
https://gist.github.com/seawaywen/60e954ce12c6cd47207de2f14f7543fa,"def heapify(data, index, heap_size):
    i_max = index
    i_left = 2 * index + 1
    i_right = 2 * index + 2

    if i_left < heap_size and data[i_left] > data[index]:
        i_max = i_left
    if i_right < heap_size and data[i_right] > data[i_max]:
        i_max = i_right
    if i_max != index:
        data[i_max], data[index] = data[index], data[i_max]
        heapify(data, i_max, heap_size)

def build_heap(data):
    heap_size = len(data)
    parent = heap_size // 2
    for i in range(parent-1, -1, -1):
        heapify(data, i, heap_size)

def heap_sort(data):
    if data:
        heap_size = len(data)

        build_heap(data)

        for i in range(heap_size - 1, 0, -1):
            data[0], data[i] = data[i], data[0]
            heapify(data, 0, i)

    return(data)",1,3,heap_sort,1
https://gist.github.com/f0lie/fad71aadbd4e49a75765b3939b30af1b,"from collections import deque


def parent(i):
    # Return the index of the parent node
    return (i-1) // 2


def left(i):
    # Return the index of the left child
    return 2*(i)+1


def right(i):
    # Return the index of the right child
    return 2*(i)+2


def build_heap(array):
    # Change the given array into a heap implicit array
    # Implicit means the list itself just stores the heap
    for i in range(len(array)//2, -1, -1):
        heapify(array, i)


def heapify(array, i):
    # Take a given node, i, and move it so the heap property
    # is maintained, which is the root node always is
    # larger than the child nodes
    left_i = left(i)
    right_i = right(i)
    largest = 0

    # Check the left node to see if it's larger
    if left_i < len(array) and array[left_i] > array[i]:
        largest = left_i
    else:
        largest = i

    # Check the right node
    if right_i < len(array) and array[right_i] > array[largest]:
        largest = right_i

    # Repeatly swap the node until heap property is met
    if largest != i:
        array[largest], array[i] = array[i], array[largest]
        heapify(array, largest)

def heapsort(array):
    # Returns a sorted array using the heap data structure
    sort = []
    build_heap(array)

    while array:
        sort.append(array[0])
        array[0], array[-1] = array[-1], array[0]
        array.pop()
        heapify(array, 0)

    return list(reversed(sort))",1,3,heapsort,1
https://gist.github.com/geekboots-team/40c13771793a876a5737f3ae294aa212,"def heapify(data, n, i):
    largest = i
    l = 2 * i + 1
    r = 2 * i + 2
 
    # Compare left child and root
    if l < n and data[i] < data[l]:
        largest = l
 
    # Compare right child and root
    if r < n and data[largest] < data[r]:
        largest = r
 
    # Change root, if needed
    if largest != i:
        data[i],data[largest] = data[largest],data[i]
 
        # Heapify the root
        heapify(data, n, largest)
 
# The main function to sort an data array of given size
def heapSort(data):
    n = len(data)
 
    # Build a maxheap
    for i in range(n, -1, -1):
        heapify(data, n, i)
 
    # One by one extract elements
    for i in range(n-1, 0, -1):
        data[i], data[0] = data[0], data[i]
        heapify(data, i, 0)
    return(data)
    ",1,3,heapSort,1
https://gist.github.com/flengyel/7460737,"def HeapSort(A):
    def heapify(A):
        start = (len(A) - 2) // 2
        while start >= 0:
            siftDown(A, start, len(A) - 1)
            start -= 1

    def siftDown(A, start, end):
        root = start
        while root * 2 + 1 <= end:
            child = root * 2 + 1
            if child + 1 <= end and A[child] < A[child + 1]:
                child += 1
            if child <= end and A[root] < A[child]:
                A[root], A[child] = A[child], A[root]
                root = child
            else:
                return

    heapify(A)
    end = len(A) - 1
    while end > 0:
        A[end], A[0] = A[0], A[end]
        siftDown(A, 0, end - 1)
        end -= 1
    return(A)",1,3,HeapSort,1
